x,y,label
74.371192858509701,43.829811967680627,a
70.789928414486837,43.586314409591793,a
72.3957971438752,41.405389457793447,a
64.67409317746727,33.90131717523407,a
70.717185492106921,41.464964527092931,a
62.717217294414347,31.613874237087057,a
74.737304461803603,41.509295548553403,a
67.361258549385596,35.432498236676722,a
65.109500866675887,33.929559644707567,a
63.9329564026092,40.878692560599134,a
69.821892390246376,39.869515537064174,a
67.180021387269477,40.373685084920233,a
64.528341291581228,35.302371528769562,a
64.609788511028626,35.397315000341969,a
70.264311595941578,38.150171953787456,a
72.929384610270887,43.197393854527746,a
70.493950123781701,40.237929859497633,a
57.204677993086968,27.344496736013987,a
80.812385833961443,46.416594965415257,a
58.324211355122138,33.430672337705765,a
72.256041743862198,39.447471873400708,a
72.307198948738176,36.999005119084742,a
71.572927923458082,40.502981214049854,a
59.012800994199843,35.274006455211264,a
66.837706543015997,36.294256261631055,a
73.055492903567753,39.375258041104978,a
69.849542108096159,37.613633157049925,a
69.47393570839354,37.116545990189117,a
63.15870680162341,36.980717087989781,a
73.644421629495397,40.484107888197329,a
58.882707709785926,28.419157644686848,a
63.357294947025444,36.421777582988035,a
77.550063688779346,41.35934803932826,a
63.480984003808302,36.017455457719485,a
75.052128410662988,39.112292252372626,a
73.250300115364823,40.930310725989578,a
74.025051001791951,46.445425749666377,a
66.268051448241422,40.581285136395458,a
67.878429226132653,38.380711944922787,a
75.837945916049534,43.024521030271913,a
73.066871490266777,41.467775684766387,a
74.903988830897816,41.565877314494429,a
76.340789803120771,47.43315278756441,a
66.279458497773078,36.569046193061908,a
69.683269067784522,39.700564859130289,a
73.942613661098406,43.132223625228185,a
74.191242893950346,40.152123164026314,a
71.619779618031828,44.069911009976835,a
67.300509391573073,39.172148000368004,a
71.932668339561587,40.82942039106517,a
68.281020427004378,40.256975851897174,a
79.805817661659361,47.381404846983642,a
70.146445195953717,45.172330559707532,a
71.195079179857515,42.694051319039836,a
73.961030651702814,40.331206152688672,a
79.272496259800633,50.624255352920848,a
67.383003927321226,40.172995301725784,a
78.156828868936728,45.527853567570425,a
66.058897066460801,41.272683926978985,a
64.201664269987774,31.738408681260591,a
70.082465632104658,41.303386908646139,a
73.261250575297296,42.094051309327135,a
66.458075856419683,30.924512209696726,a
64.299394301380957,30.611566365992715,a
76.086411481281402,41.695243272863699,a
66.924531976608705,36.011698842917248,a
65.334324455750163,39.205378269796974,a
67.942744868398322,32.198668618762774,a
68.300354139387252,37.352441743021274,a
66.362103768078583,39.821489529690531,a
60.641623734510659,37.134148818135301,a
59.795315717756637,33.146792440799096,a
73.930745824169023,41.808524036562467,a
74.247475113691436,40.10363858632703,a
67.310265169137523,35.077162251925323,a
67.023299330447202,40.043626524834572,a
70.48021529521121,46.079491705449513,a
76.276645335570066,40.843430305168873,a
86.116354131272061,50.131962558296948,a
76.138534807465092,44.018253160668067,a
67.586336068167086,37.40709968095139,a
74.757325184666001,43.563829802136404,a
71.86405676551658,50.769722532278308,a
64.550242603700994,33.58120380807739,a
71.776404582191446,36.956649513380903,a
76.14520438623569,46.910657735335278,a
68.930576796975842,35.948968004227972,a
79.382270471319615,44.033343749756874,a
70.715787539467428,48.572083693671644,a
73.738781320161138,47.491304554319051,a
71.935428622286409,40.035475455884587,a
76.39557535971629,41.445026094772579,a
74.178304909682083,43.37158035276336,a
73.322976252965574,42.086899066676672,a
68.186335093782986,38.661711351048396,a
74.957060015005581,46.984086938532371,a
67.977737743796595,37.367440231036454,a
75.250475190758507,40.878173898881229,a
71.055174120204228,45.283507270785726,a
72.438566963959644,40.910810152812857,a
71.599365606491972,40.684872923356174,a
67.056756305158331,38.191716337421539,a
69.896152906361536,38.730958982304095,a
70.384173797745859,40.808885778834664,a
66.294448072445945,38.252934395923788,a
69.797916001986067,39.768471395487623,a
65.107134347150833,33.754878629597044,a
66.245966013265289,41.674424798747367,a
59.96421946516066,36.744755478134572,a
71.023571218051885,44.754471425613772,a
72.201873597902633,46.730626617048244,a
65.179426735925801,33.641548530327192,a
65.020587307607798,34.50954122347251,a
70.274689082033817,46.301015660680108,a
71.915964294919291,45.703276149321809,a
73.969613386388616,50.889021352464617,a
66.011566047193483,38.760426794217935,a
66.466879276195911,32.66564426555766,a
68.888663495377898,41.242500791058887,a
75.4360595342322,43.298235273595793,a
74.924251030258432,45.282039486489673,a
70.2574957313835,41.389572173621119,a
70.662690761708959,40.241305360335367,a
66.883805644905564,40.948314789928915,a
72.63561144428617,45.075700844930957,a
61.372423683082616,33.987777843486256,a
65.773675562730844,36.368798485998475,a
63.998475784793001,35.481987617430839,a
73.727391736744153,47.535873447426781,a
54.236252522269645,32.428126646712698,a
61.596833010309524,33.607130497854371,a
71.216992986893885,44.143970479768242,a
72.024766597886966,39.040838469001883,a
71.509458937284876,45.733766761218384,a
71.182814676113395,43.829044482670746,a
63.181143545576759,33.782715334500665,a
64.726544909747204,38.189671294113893,a
65.876843637951339,35.614743926688625,a
72.237444894026623,39.655101406557613,a
83.643683450677884,45.552387703680452,a
76.484472568409103,48.137977486140102,a
62.413511494775918,39.793859805135675,a
71.853583288988673,40.932350462849719,a
75.740260337660089,49.355652240984078,a
66.061141631886343,33.051913952426077,a
63.67020949588796,34.045328522465852,a
76.361266567089302,45.312790562947313,a
73.552577796327768,41.351772266242605,a
60.037748349703854,29.511349745048708,a
64.180127505408677,30.420585070489597,a
71.531060843261585,39.227111253160643,a
69.234565867219402,36.001339494636134,a
67.053536165713453,33.619834016805427,a
75.23717865759356,45.707815699433105,a
67.954540838628859,39.840553035762916,a
70.2061371750235,37.868548675105323,a
66.996278482632889,42.468936102261942,a
68.64416925927722,42.871210036046669,a
69.378141774242067,39.387530012018125,a
67.035864945788518,38.405675273806047,a
56.494655612629032,30.337263201410739,a
63.92606203043502,39.661114963826321,a
68.242385195445024,35.803702152170075,a
70.298533937879711,39.360641254267883,a
69.865850711370314,41.385033897697191,a
66.18011453251853,36.008500253540163,a
71.510391116286172,42.351294869815419,a
75.637349181378937,43.551319991037225,a
65.046617176804801,29.675372860694047,a
70.934051653368158,42.112904163500907,a
67.042588620505768,37.843149567340078,a
68.959409275845346,44.959929509038005,a
63.199018267120749,42.032388856228827,a
70.472021744983067,39.893632513232767,a
70.99430726125361,40.304460035717021,a
